map,mode,matchID,duration,result,isPresentAtEnd,kills,ekiadRatio,rankAtEnd,shotsLanded,highestMultikill,ekia,score,headshots,assists,scorePerMinute,deaths,damageDealt,shotsMissed,multikills,highestStreak,hits,timePlayed,suicides,timePlayedAlive,objectives,shotsFired
mp_moscow,sd_cdl,6.35E+16,615000,loss,1,1,0.166666667,159,9,0,1,50,1,0,4.566210046,6,345,34,0,1,10,657,0,277,0,43
mp_kgb,koth_cdl,7.80E+18,393000,win,1,7,1.142857143,159,46,0,8,810,0,1,111.2128146,7,1145,128,0,1,47,437,0,358,5,174
mp_raid_rm,control_cdl,1.40E+18,503000,win,1,14,2.125,159,79,2,17,3925,3,3,428.1818182,8,2387,277,2,5,79,550,0,394,12,356
mp_tank,koth_cdl,4.44E+18,483000,loss,,0,0,158,,0,0,0,0,0,0,0,0,,0,0,0,40,0,8,0,
mp_apocalypse,koth_cdl,1.55E+19,440000,win,,2,1,158,12,0,4,595,0,2,169.1943128,4,403,43,0,1,13,211,0,177,4,55
mp_raid_rm,koth_cdl,1.74E+19,593000,loss,1,17,1.043478261,163,108,3,24,1560,0,7,143.338438,23,3194,420,3,3,108,653,0,487,21,528
mp_raid_rm,control_cdl,1.25E+19,603000,win,1,15,1.307692308,163,57,2,17,2950,1,2,273.5703246,13,2066,258,1,3,57,647,0,464,18,315
mp_tank,control_cdl,1.72E+19,714000,loss,1,22,1.136363636,163,98,2,25,2775,0,3,218.2175623,22,3850,346,1,4,99,763,0,522,25,444
mp_tank,koth_cdl,9.14E+18,724000,loss,1,17,1.125,162,124,2,27,2005,1,10,153.0534351,24,3482,404,1,3,124,786,0,623,29,528
mp_raid_rm,control_cdl,1.10E+19,558000,loss,1,10,0.666666667,162,52,0,10,1300,1,0,132.879046,15,1828,186,0,2,52,587,0,408,9,238
mp_raid_rm,koth_cdl,1.47E+19,656000,loss,1,13,0.92,162,101,0,23,1595,2,10,134.9788434,25,2784,435,0,2,101,709,0,548,16,536
mp_tank,koth_cdl,7.59E+18,722000,loss,1,17,0.6875,162,111,2,22,1565,3,5,117.816813,32,3517,356,1,3,111,797,0,589,25,467
mp_raid_rm,koth_cdl,8.04E+18,629000,loss,1,11,0.5,161,70,0,14,1255,0,3,112.8935532,28,2083,327,0,2,70,667,0,515,14,397
mp_kgb,koth_cdl,1.13E+19,658000,loss,1,22,0.965517241,161,141,2,28,1675,3,6,141.350211,29,3827,389,3,4,141,711,0,537,24,530
mp_tank,control_cdl,1.49E+19,879000,win,1,15,0.80952381,161,80,2,17,2950,2,2,190.3225806,21,2640,268,1,3,82,930,0,653,17,348
mp_kgb,sd_cdl,1.12E+18,587000,loss,,3,1,164,19,0,3,150,0,0,27.52293578,3,588,45,0,1,19,327,0,134,1,64
mp_kgb,control_cdl,1.52E+19,362000,loss,1,7,0.583333333,164,24,2,7,925,1,0,135.3658537,12,1383,75,1,2,25,410,0,251,5,99
mp_moscow,koth_cdl,1.52E+19,694000,win,1,23,1.35,164,130,2,27,2015,1,4,162.7187079,20,3803,537,3,3,130,743,0,604,25,667
mp_apocalypse,koth_cdl,4.46E+18,551000,win,1,6,0.434782609,164,24,0,10,1165,1,4,120.9342561,23,790,135,0,1,25,578,0,452,13,159
mp_kgb,control_cdl,1.08E+18,469000,win,1,11,1.333333333,168,49,2,12,2600,0,1,298.2791587,9,1783,133,1,3,49,523,0,358,11,182
mp_raid_rm,sd_cdl,4.33E+18,867000,loss,1,6,0.857142857,168,34,0,6,350,1,0,22.82608696,7,1261,156,0,2,34,920,0,516,2,190
mp_raid_rm,control_cdl,2.01E+18,550000,loss,1,8,0.4,167,42,0,8,1155,1,0,115.8862876,20,1030,173,0,1,42,598,0,379,8,215
mp_tank,control_cdl,1.33E+19,451000,loss,1,7,0.466666667,167,48,0,7,1075,0,0,123.8003839,15,1574,127,0,2,49,521,0,313,6,175
mp_apocalypse,koth_cdl,6.68E+18,563000,win,1,17,1.636363636,166,92,2,18,2965,2,1,288.3306321,11,2857,301,2,3,92,617,0,508,18,393
mp_tank,koth_cdl,1.56E+19,637000,loss,1,29,1.137931034,166,154,3,33,3345,2,4,277.2099448,29,4523,579,2,6,154,724,0,517,32,733
mp_kgb,control_cdl,1.39E+19,651000,win,1,16,1.15,165,83,2,23,2800,0,7,239.657632,20,3018,243,2,4,84,701,0,501,16,326
mp_raid_rm,sd_cdl,9.96E+18,344000,loss,1,0,0,88,5,0,0,0,0,0,0,3,154,20,0,0,5,187,0,86,0,25
mp_kgb,koth_cdl,1.34E+18,734000,loss,1,20,0.925925926,176,103,2,25,1935,2,5,147.148289,27,3687,302,1,4,103,789,0,622,26,405
mp_moscow,sd_cdl,1.74E+19,944000,loss,1,8,1.125,54,35,0,9,900,0,1,56.19146722,8,1404,138,0,2,37,961,0,548,6,173
mp_tank,control_cdl,3.15E+18,630000,loss,1,12,1,175,72,0,18,1850,1,6,159.2539455,18,2643,332,0,2,73,697,0,494,13,404
mp_miami,sd_cdl,8.71E+18,1146000,loss,1,5,0.625,174,34,0,5,350,0,0,17.3553719,8,1212,181,0,1,34,1210,0,725,2,215
mp_raid_rm,control_cdl,1.08E+19,1102000,loss,1,23,0.8125,174,109,2,26,4125,2,3,212.9948365,32,3916,393,2,3,109,1162,0,822,25,502
mp_kgb,sd_cdl,1.21E+19,932000,loss,1,6,1.142857143,173,32,0,8,625,2,2,38.6199794,7,1216,190,0,3,33,971,0,502,6,222
mp_kgb,control_cdl,1.18E+19,476000,loss,1,11,0.733333333,172,40,0,11,1275,0,0,142.1933086,15,1744,161,0,2,40,538,0,334,11,201
mp_kgb,koth_cdl,4.12E+18,572000,win,1,5,0.421052632,172,44,0,8,1165,1,3,110.7765452,19,1570,211,0,2,44,631,0,488,12,255
mp_kgb,sd_cdl,6.13E+18,922000,loss,1,7,1.166666667,171,32,0,7,750,1,0,46.58385093,6,1317,110,0,3,33,966,0,396,9,142
mp_tank,koth_cdl,1.13E+19,672000,loss,1,23,1.035714286,170,114,2,29,2115,2,6,175.2762431,28,3860,356,4,3,114,724,0,554,22,470
mp_raid_rm,control_cdl,9.10E+18,559000,win,1,6,1,170,32,0,7,1350,0,1,133.8842975,7,1182,142,0,2,32,605,0,459,8,174
mp_tank,koth_cdl,6.69E+18,572000,win,1,13,1.058823529,169,64,2,18,1175,1,5,114.2625608,17,2093,318,1,2,64,617,0,496,18,382
mp_kgb,control_cdl,7.87E+18,519000,loss,1,8,0.733333333,169,51,0,11,1575,0,3,161.8150685,15,1643,246,0,1,51,584,0,371,11,297
mp_tank,koth_cdl,3.72E+18,575000,win,1,6,0.9375,184,47,0,15,1020,1,9,99.35064935,16,1553,231,0,1,47,616,0,507,12,278
mp_moscow,koth_cdl,8.46E+18,669000,loss,1,18,0.892857143,184,138,3,25,1855,3,7,155.2301255,28,3810,548,1,3,138,717,0,552,19,686
mp_raid_rm,control_cdl,5.00E+18,1343000,loss,1,16,0.675675676,183,110,0,25,2875,6,9,124.2795389,37,3420,584,0,2,112,1388,0,962,17,694
mp_moscow,koth_cdl,3.76E+18,681000,win,1,15,0.807692308,182,90,0,21,1435,1,6,115.2610442,26,3096,260,0,3,90,747,0,572,17,350
mp_tank,control_cdl,7.92E+18,726000,loss,1,16,1.1875,181,87,2,19,2100,2,3,161.3316261,16,3193,253,2,5,87,781,0,548,6,340
mp_tank,control_cdl,6.09E+18,570000,loss,1,13,0.636363636,181,77,2,14,1000,2,1,96.61835749,22,2382,331,1,4,79,621,0,411,7,408
mp_moscow,sd_cdl,1.83E+19,962000,loss,1,7,0.777777778,180,35,0,7,425,0,0,25.47452547,9,1228,97,0,2,38,1001,0,466,5,132
mp_raid_rm,sd_cdl,5.22E+18,718000,win,1,6,2.333333333,179,38,0,7,450,0,1,35.667107,3,1106,198,0,4,40,757,0,422,3,236
mp_kgb,koth_cdl,3.22E+18,717000,loss,1,29,1.291666667,179,164,2,31,2640,2,2,207.3298429,24,4526,537,2,4,164,764,0,616,33,701
mp_raid_rm,control_cdl,6.45E+18,968000,win,1,21,0.862068966,178,127,2,25,3215,2,4,186.9186047,29,4025,402,2,3,129,1032,0,688,22,529
mp_miami,sd_cdl,9.17E+18,656000,loss,1,2,0.428571429,177,11,0,3,100,0,1,8.608321377,7,470,64,0,1,12,697,0,321,2,75
mp_kgb,koth_cdl,1.01E+19,535000,loss,1,20,1.380952381,176,114,2,29,1925,3,9,192.1797005,21,3925,312,1,4,114,601,0,442,28,426
mp_tank,control_cdl,8.25E+18,541000,win,1,13,1.555555556,188,55,0,14,2050,1,1,208.8285229,9,1784,219,0,3,55,589,0,427,12,274
mp_tank,control_cdl,4.10E+18,352000,win,1,5,0.833333333,187,27,0,5,800,1,0,122.4489796,6,1084,94,0,2,27,392,0,254,7,121
mp_express_rm,sd_cdl,1.85E+18,931000,win,1,11,1.833333333,187,52,2,11,1250,0,0,77.31958763,6,1830,196,1,4,53,970,0,497,10,248
mp_express_rm,sd_cdl,5.51E+18,948000,win,1,4,0.571428571,185,25,0,4,300,1,0,18.29268293,7,1031,73,0,1,26,984,0,461,2,98
mp_apocalypse,koth_cdl,1.53E+19,569000,win,1,21,1.083333333,185,121,2,26,1590,5,5,153.8709677,24,3535,365,1,3,121,620,0,470,16,486
mp_tank,koth_cdl,5.46E+18,453000,win,1,13,1.8,190,79,0,18,2300,2,5,274.9003984,10,2394,281,0,5,79,502,0,411,21,360
mp_tank,control_cdl,1.18E+19,613000,win,1,18,2,190,104,2,22,2600,2,4,236.7223065,11,2983,353,1,5,104,659,0,503,16,457
mp_express_rm,sd_cdl,1.44E+19,852000,loss,1,5,0.833333333,189,36,2,5,375,3,0,24.69813392,6,1187,108,1,2,38,911,1,324,2,144
mp_tank,control_cdl,8.72E+18,896000,win,1,11,0.607142857,189,72,0,17,2150,0,6,134.7962382,28,2354,284,0,2,72,957,0,670,9,356
mp_moscow,koth_cdl,1.60E+19,640000,loss,1,16,0.677419355,189,102,3,21,1585,3,5,137.6266281,31,3360,405,3,3,103,691,0,507,32,507
mp_raid_rm,control_cdl,1.40E+19,621000,win,1,6,0.583333333,188,45,0,7,2100,2,1,190.9090909,12,1547,146,0,2,46,660,0,460,8,191
mp_raid_rm,sd_cdl,1.38E+19,730000,loss,1,3,0.571428571,188,17,0,4,150,1,1,11.32075472,7,696,83,0,1,18,795,0,230,1,100
mp_raid_rm,control_cdl,6.15E+18,556000,win,1,3,0.285714286,188,21,0,4,2300,0,1,230.7692308,14,687,122,0,1,21,598,0,435,7,143
mp_moscow,koth_cdl,8.17E+17,419000,loss,1,10,0.75,192,75,0,12,745,4,2,92.3553719,16,2233,339,0,2,75,484,0,348,11,414
mp_raid_rm,sd_cdl,1.60E+19,710000,loss,1,6,1.142857143,191,37,0,8,400,1,2,31.95739015,7,1272,140,0,2,39,751,0,289,2,177
mp_raid_rm,control_cdl,1.93E+18,716000,win,1,20,1.4375,191,86,0,23,3750,2,3,294.5026178,16,3418,395,0,4,87,764,0,546,22,481
mp_kgb,control_cdl,1.83E+19,779000,loss,1,23,1.12,191,99,2,28,3065,2,5,221.299639,25,3481,337,3,4,101,831,0,594,24,436
mp_raid_rm,koth_cdl,1.38E+19,608000,win,1,12,0.575757576,193,34,0,19,1420,1,7,130.0763359,33,2452,169,0,2,75,655,0,474,15,203
mp_raid_rm,control_cdl,9.50E+18,627000,win,1,15,1.2,193,78,0,18,2375,1,3,206.5217391,15,2568,298,0,4,78,690,0,499,11,376
mp_tank,koth_cdl,1.40E+19,630000,win,1,15,0.875,193,94,2,21,2300,3,6,201.1661808,24,2757,394,1,5,94,686,0,531,26,488
mp_raid_rm,control_cdl,1.78E+19,658000,win,1,17,1.714285714,192,99,2,24,2500,3,7,214.2857143,14,3105,346,1,3,99,700,0,521,15,445
mp_kgb,koth_cdl,1.49E+19,629000,win,1,15,1.105263158,192,68,2,21,1750,1,6,148.0959097,19,2013,395,3,2,68,709,0,544,20,463
mp_moscow,koth_cdl,1.24E+19,601000,win,1,21,1.173913043,200,111,2,27,2035,4,6,187.5576037,23,3402,440,1,4,111,651,0,505,27,551
mp_tank,control_cdl,1.46E+19,467000,loss,1,6,0.411764706,199,30,0,7,800,1,1,94.86166008,17,1148,133,0,2,30,506,0,326,6,163
mp_raid_rm,control_cdl,1.77E+19,714000,win,1,9,0.894736842,199,68,0,17,1915,2,8,151.7833554,19,2196,346,0,3,68,757,0,518,10,414
mp_raid_rm,control_cdl,1.50E+19,1296000,loss,1,27,0.891891892,198,170,2,33,4950,3,6,221.1466865,37,5224,534,3,2,171,1343,0,958,25,704
mp_raid_rm,koth_cdl,1.69E+19,491000,loss,1,13,0.958333333,197,100,2,23,1240,4,10,134.2960289,24,2851,445,2,2,100,554,0,394,19,545
mp_tank,control_cdl,1.25E+19,613000,loss,1,13,0.727272727,197,73,0,16,2025,2,3,182.1589205,22,2457,292,0,4,73,667,0,425,13,365
mp_miami,sd_cdl,7.59E+18,779000,loss,1,4,0.625,196,20,2,5,275,0,1,19.5035461,8,745,100,1,2,21,846,0,377,0,120
mp_tank,control_cdl,5.03E+18,724000,win,1,13,1,196,77,0,19,2300,1,6,180.6282723,19,2320,209,0,2,78,764,0,509,12,286
mp_raid_rm,control_cdl,1.37E+19,670000,loss,1,15,0.826086957,195,95,0,19,2450,4,4,205.3072626,23,3023,338,0,3,95,716,0,481,13,433
mp_apocalypse,koth_cdl,1.33E+18,700000,loss,1,30,1.423076923,195,148,3,37,2725,8,7,216.8435013,26,4610,495,6,4,148,754,1,584,34,643
mp_kgb,control_cdl,2.45E+18,714000,loss,1,18,0.913043478,194,110,2,21,2100,1,3,163.0012937,23,3381,382,4,3,110,773,0,521,17,492
mp_tank,control_cdl,1.25E+19,483000,win,1,4,0.666666667,194,24,0,6,650,0,2,75.72815534,9,624,68,0,1,24,515,0,365,5,92
mp_raid_rm,sd_cdl,6.89E+18,591000,win,1,1,0.666666667,194,9,0,2,125,0,1,12.03852327,3,380,107,0,1,11,623,0,344,0,116
mp_tank,control_cdl,1.84E+19,498000,win,1,10,1.071428571,194,76,0,15,2075,0,5,230.9833024,14,2066,204,0,2,76,539,0,363,10,280
mp_express_rm,sd_cdl,1.56E+19,726000,win,1,3,1,201,29,0,6,200,3,3,15.76872536,6,1056,127,0,1,30,761,0,298,1,156
mp_moscow,sd_cdl,7.88E+18,713000,loss,1,7,1,74,33,2,7,500,0,0,40.59539919,7,1304,85,1,2,35,739,0,292,1,118
mp_kgb,control_cdl,1.60E+19,1019000,win,1,21,1.137931034,202,154,2,33,4225,8,12,236.6946779,29,4671,639,2,4,155,1071,0,767,26,793
mp_express_rm,sd_cdl,7.12E+18,486000,loss,1,6,0.857142857,202,28,0,6,300,0,0,34.95145631,7,1145,90,0,2,28,515,0,231,2,118
mp_tank,vip,6.26E+18,596000,loss,1,5,2.333333333,202,31,0,7,1675,2,1,148.8888889,3,866,109,0,5,32,675,0,379,1,140
mp_express_rm,sd,6.95E+18,862000,loss,1,2,0.5,204,8,0,3,150,0,1,11.93633952,6,360,55,0,1,11,754,0,270,1,63
mp_moscow,sd_cdl,4.45E+18,696000,win,1,1,0.25,203,6,0,2,75,1,1,6.12244898,8,182,50,0,1,6,735,0,265,1,56
mp_satellite,gun,9.03E+17,252000,win,1,7,0.666666667,203,59,0,10,70,2,0,14,15,1575,205,0,2,59,300,0,215,0,264
mp_miami,gun,8.25E+18,669000,loss,1,4,0.428571429,203,29,0,6,20,0,0,2.169981917,14,963,196,0,1,29,553,0,479,0,225
mp_sm_finance,tdm,5.69E+18,360000,win,1,8,0.833333333,203,47,0,10,1350,0,2,199.017199,12,1691,166,0,4,47,407,1,327,0,213
mp_nuketown6,koth,7.82E+18,589000,loss,1,21,1.142857143,203,108,2,32,3175,3,12,295.3488372,28,3334,492,4,2,108,645,0,520,28,600
mp_kgb,sd_cdl,1.83E+19,764000,win,1,7,1.75,57,28,0,7,1550,0,0,115.8156912,4,1037,107,0,6,29,803,0,459,5,135
mp_kgb,control_cdl,1.39E+18,759000,loss,1,14,0.904761905,56,70,0,19,2350,3,5,177.581864,21,2490,306,0,4,71,794,0,522,16,376
mp_cliffhanger,dom,1.05E+18,679000,win,1,16,1.055555556,56,77,0,19,2290,1,3,188.7362637,18,2778,339,0,3,77,728,0,587,10,416
mp_sm_berlin_tunnel,tdm,6.71E+18,360000,win,1,18,2,55,95,2,20,3000,2,2,445.5445545,10,2859,302,2,3,95,404,0,336,0,397
mp_raid_rm,control_cdl,9.69E+18,868000,win,1,19,1.19047619,55,93,2,25,4975,3,6,342.7095293,21,2952,478,1,3,93,871,0,605,26,571
mp_kgb,sd_cdl,8.90E+17,903000,loss,1,5,0.888888889,57,41,0,8,350,1,3,21.60493827,9,1420,153,0,2,42,972,0,340,5,194
mp_cliffhanger,dom,1.12E+19,607000,loss,1,7,0.307692308,57,56,0,8,1225,0,1,109.538003,26,2083,300,0,1,56,671,0,488,7,356
mp_cliffhanger,tdm,3.85E+18,500000,win,1,16,1.545454545,57,69,2,17,3000,4,1,317.4603175,11,2822,136,1,5,69,567,0,468,0,205
mp_kgb,sd_cdl,5.40E+18,812000,win,1,8,1.285714286,63,48,0,9,625,0,1,43.40277778,7,1555,98,0,4,50,864,0,351,5,146
mp_moscow,koth_cdl,9.26E+17,782000,win,1,14,0.485714286,62,87,0,17,1500,1,3,108.1730769,35,2620,445,0,2,87,832,0,632,25,532
mp_tank,koth_cdl,1.45E+19,684000,loss,1,10,0.5625,62,65,2,18,1285,0,8,100.7843137,32,2190,472,1,3,65,765,0,547,19,537
mp_moscow,koth_cdl,2.77E+18,348000,win,1,6,1.333333333,61,28,0,8,965,1,2,146.2121212,6,914,123,0,3,29,396,0,322,4,151
mp_express_rm,sd_cdl,1.59E+19,557000,loss,1,4,0.714285714,61,21,0,5,250,0,1,24.27184466,7,733,101,0,1,22,618,0,248,3,122
mp_tank,control_cdl,7.59E+18,1030000,loss,1,20,0.696969697,60,98,2,23,3525,4,3,194.0366972,33,3049,420,1,3,98,1090,0,744,21,518
mp_sm_gas_station,tdm,1.66E+18,360000,loss,1,11,1.181818182,59,93,0,13,2600,2,2,361.9489559,11,2279,326,0,6,93,431,0,329,0,419
mp_raid_rm,control_cdl,1.34E+19,865000,win,1,8,0.407407407,59,53,0,11,2800,1,3,182.0151679,27,1738,234,0,2,54,923,0,641,9,287
mp_kgb,sd_cdl,8.26E+18,757000,loss,,2,0.4,58,13,0,2,100,0,0,10.47120419,5,382,64,0,1,13,573,0,214,2,77
mp_cliffhanger,koth,7.14E+17,605000,loss,1,15,0.739130435,58,78,0,17,1745,2,2,157.918552,23,2430,438,0,3,79,663,1,546,17,516
mp_sm_gas_station,dom,5.68E+18,320000,loss,1,8,0.666666667,58,62,2,10,1625,0,2,240.1477833,15,1947,218,1,2,62,406,0,274,12,280
mp_tank,koth_cdl,4.44E+18,590000,win,1,17,1.173913043,67,125,2,27,1725,2,10,158.2568807,23,3787,397,1,3,125,654,0,495,27,522
mp_cartel,tdm,6.63E+18,600000,win,1,12,1.666666667,66,59,2,15,2565,2,3,229.7014925,9,1909,304,1,5,60,670,0,569,0,363
mp_raid_rm,control_cdl,9.34E+18,680000,win,1,17,1.2,66,96,0,18,3125,2,1,257.2016461,15,3081,371,0,4,96,729,0,518,13,467
mp_cliffhanger,koth,1.42E+19,417000,loss,1,22,1.304347826,65,139,2,30,2830,8,9,355.9748428,23,4025,557,2,3,139,477,1,360,21,696
mp_raid_rm,koth_cdl,1.02E+18,389000,loss,1,8,0.588235294,64,37,0,10,610,0,2,85.11627907,17,1382,189,0,1,37,430,0,316,9,226
mp_apocalypse,koth_cdl,6.98E+18,604000,loss,1,20,1.04,64,122,2,26,2260,5,6,198.8269795,25,3628,342,1,5,122,682,0,499,27,464
mp_kgb,sd_cdl,5.00E+18,568000,loss,1,1,0.142857143,63,9,0,1,100,0,0,9.74025974,7,204,67,0,1,9,616,0,211,1,76
mp_raid_rm,control_cdl,1.84E+18,557000,loss,1,9,0.578947368,70,47,2,11,2500,1,2,241.9354839,19,1726,152,1,3,48,620,0,382,10,199
mp_raid_rm,control_cdl,2.80E+18,931000,win,1,4,0.321428571,69,52,0,9,2075,0,5,127.5614754,28,1382,383,0,1,52,976,1,700,7,435
mp_kgb,koth_cdl,1.28E+19,471000,loss,1,16,0.739130435,69,101,2,17,1260,1,1,144,23,3390,371,4,2,101,525,0,377,18,472
mp_express_rm,sd_cdl,7.24E+18,908000,win,1,9,1.25,68,37,0,10,725,2,1,45.74132492,8,1646,122,0,3,38,951,0,306,1,159
mp_kgb,koth_cdl,9.27E+18,677000,win,1,13,0.785714286,71,97,0,22,1365,3,9,112.8099174,28,2463,357,0,2,98,726,0,560,25,454
mp_moscow,sd_cdl,4.17E+17,1047000,win,1,4,0.5,71,19,0,5,425,1,1,23.41597796,10,719,84,0,2,20,1089,0,438,3,103
mp_raid_rm,dom,1.43E+19,639000,loss,,11,0.631578947,72,47,2,12,1600,5,1,202.5316456,19,1634,225,2,3,47,474,0,358,9,272
mp_tank,control_cdl,4.09E+18,743000,loss,1,7,0.571428571,72,47,2,12,1225,0,5,90.29484029,21,1612,180,1,4,48,814,0,533,7,227
mp_kgb,koth_cdl,1.21E+19,599000,win,1,5,0.290322581,72,36,0,9,490,2,4,45.65217391,31,1283,158,0,1,36,644,0,470,7,194
mp_mall,dom,1.60E+19,509000,loss,1,3,0.272727273,72,20,0,3,650,0,0,185.7142857,11,600,55,0,1,20,210,0,145,0,75
mp_miami,sd_cdl,6.67E+18,843000,loss,1,7,1,75,32,0,7,475,0,0,31.42227122,7,1164,84,0,2,32,907,0,423,2,116
mp_raid_rm,sd_cdl,7.56E+17,433000,win,1,5,5,74,25,0,5,950,0,0,121.0191083,0,878,34,0,5,25,471,0,266,0,59
mp_raid_rm,koth_cdl,1.29E+19,575000,loss,1,13,0.538461538,74,58,2,14,1080,2,1,100.621118,26,2585,241,2,2,58,644,0,471,14,299
mp_raid_rm,control_cdl,4.36E+17,982000,loss,1,27,1.285714286,74,119,2,27,4650,3,0,269.5652174,21,4844,440,2,5,119,1035,0,751,23,559
mp_tank,control_cdl,2.87E+18,520000,loss,1,8,0.476190476,73,57,2,10,690,2,2,72.63157895,21,1931,158,1,3,57,570,0,348,9,215
mp_tank,control_cdl,3.64E+18,553000,win,1,2,0.285714286,73,19,0,4,2275,0,2,236.9791667,14,619,112,0,1,19,576,0,384,7,131
mp_sm_berlin_tunnel,tdm,4.50E+18,360000,loss,1,17,1.111111111,73,119,2,20,3250,1,3,480.2955665,18,3460,390,2,4,119,406,0,317,0,509
mp_sm_gas_station,dom,1.22E+19,215000,win,1,7,2.5,73,47,2,10,1175,3,3,265.037594,4,1123,171,2,3,47,266,0,203,9,218
mp_sm_berlin_tunnel,dom,3.56E+18,311000,win,1,15,1.214285714,72,69,2,17,2150,4,2,368.5714286,14,2646,184,1,4,69,350,0,272,13,253
mp_moscow,koth_cdl,1.62E+18,407000,loss,1,7,0.764705882,76,63,0,13,545,2,6,68.55345912,17,1871,312,0,3,63,477,0,340,11,375
mp_kgb,sd_cdl,9.06E+18,912000,win,1,4,0.625,76,22,0,5,300,0,1,18.80877743,8,826,112,0,3,23,957,0,404,3,134
mp_miami,sd_cdl,1.39E+19,996000,win,1,2,0.285714286,75,9,0,2,100,1,0,5.785920926,7,270,73,0,1,9,1037,0,490,1,82
mp_kgb,sd_cdl,8.46E+18,542000,loss,1,3,0.428571429,75,5,0,3,200,1,0,20.27027027,7,318,56,0,3,5,592,0,146,2,61
mp_raid_rm,control_cdl,5.62E+18,552000,win,1,10,0.933333333,75,34,0,14,1775,2,4,178.9915966,15,1589,138,0,4,35,595,0,410,9,172
mp_sm_gas_station,koth,1.79E+19,642000,win,1,25,1.071428571,79,101,2,30,3705,4,5,313.5401975,28,3707,533,4,3,101,709,0,569,28,634
mp_sm_gas_station,conf,1.76E+19,360000,loss,1,6,0.5,78,32,0,7,660,2,1,96.58536585,14,1177,232,0,2,32,410,1,324,7,264
mp_sm_berlin_tunnel,tdm,3.14E+18,334000,loss,1,10,0.526315789,78,54,3,10,1650,1,0,259.1623037,19,1959,188,1,3,54,382,0,273,0,242
mp_tank,control_cdl,7.03E+18,405000,win,1,11,1.75,78,78,2,14,1450,3,3,192.0529801,8,2452,262,1,4,78,453,0,299,12,340
mp_kgb,koth_cdl,1.55E+19,706000,win,1,24,1.034482759,78,104,2,30,2385,2,6,188.5375494,29,3595,490,3,4,104,759,0,585,28,594
mp_kgb,koth_cdl,2.22527E+15,674000,win,1,17,0.96,77,113,2,24,1835,1,7,150.8219178,25,3450,443,1,3,113,730,0,561,29,556
mp_moscow,koth_cdl,1.14E+19,566000,win,1,16,1.045454545,77,98,0,23,1720,1,7,169.1803279,22,3001,418,0,2,98,610,0,473,20,516
mp_tank,koth_cdl,1.09E+19,581000,win,1,23,1.764705882,76,101,2,30,2285,1,7,219.7115385,17,3366,305,1,3,101,624,0,505,29,406
mp_raid_rm,control_cdl,1.56E+19,829000,win,1,5,0.409090909,81,43,0,9,1625,3,4,110.7954545,22,1373,280,0,1,43,880,0,633,8,323
mp_kgb,control_cdl,1.13E+19,430000,loss,1,11,0.705882353,81,69,2,12,1750,0,1,213.4146341,17,2193,222,1,2,69,492,0,300,12,291
mp_kgb,control_cdl,7.71E+18,902000,loss,1,10,0.535714286,81,68,0,15,2100,0,5,135.483871,28,2259,262,0,2,71,930,0,640,14,330
mp_raid_rm,control_cdl,3.72E+18,1035000,loss,1,9,0.653846154,80,77,0,17,3025,0,8,165.904936,26,2679,396,0,3,77,1094,0,732,9,473
mp_moscow,koth_cdl,1.27E+19,610000,win,1,15,1.210526316,80,106,2,23,1405,4,8,126.9578313,19,3246,456,1,3,106,664,0,529,20,562
mp_raid_rm,control_cdl,1.37E+19,482000,loss,1,8,0.421052632,80,45,0,8,1000,2,0,111.7318436,19,1481,151,0,3,46,537,0,336,8,196
mp_raid_rm,sd_cdl,1.25E+19,620000,win,1,4,2.5,80,32,0,5,425,1,1,38.51963746,2,818,120,0,2,32,662,0,333,0,152
mp_express_rm,sd_cdl,4.66E+18,629000,loss,1,3,0.571428571,79,21,0,4,175,2,1,15.81325301,7,715,77,0,2,22,664,0,318,1,98
mp_apocalypse,koth_cdl,6.35E+18,454000,win,1,12,1.818181818,79,57,0,20,2060,3,8,244.7524752,11,2539,273,0,3,58,505,0,406,23,330
mp_sm_gas_station,gunfight,1.82E+19,359000,loss,1,2,0.4,82,12,0,2,125,1,0,18.42751843,5,484,112,0,2,13,407,0,197,0,124
mp_sm_gas_station,gunfight,1.32E+19,371000,loss,1,6,1.333333333,82,19,0,8,475,0,2,67.21698113,6,1196,58,0,3,24,424,0,159,0,77
mp_tank,koth_cdl,7.15E+18,552000,loss,1,11,0.727272727,82,67,2,16,1175,2,5,112.8,22,1985,279,1,2,67,625,0,460,21,346
mp_express_rm,sd_cdl,1.21E+19,686000,loss,1,3,0.5,82,21,0,3,225,1,0,17.8807947,6,724,118,0,2,22,755,0,267,1,139
mp_kgb,sd_cdl,1.37E+18,825000,loss,1,5,0.714285714,83,33,0,5,325,0,0,22.46543779,7,1014,100,0,2,34,868,0,295,2,133
mp_tank,control_cdl,1.36E+18,661000,win,1,20,1.714285714,83,101,2,24,4375,1,4,370.7627119,14,3467,271,1,6,103,708,0,540,16,372
mp_tank,control_cdl,7.93E+18,1085000,loss,1,27,0.90625,83,124,3,29,3170,0,2,167.4295775,32,4933,420,2,4,125,1136,0,791,22,544
mp_sm_gas_station,conf,9.61E+18,360000,loss,1,13,1.4,85,70,2,14,2845,5,1,419.4103194,10,2122,256,1,5,70,407,0,335,15,326
mp_sm_market,dom,1.21E+18,300000,loss,1,6,0.615384615,85,46,2,8,1750,0,2,288.4615385,13,1621,172,1,2,46,364,0,265,6,218
